IdColonia,IdInegi,NomColonia,Habitantes,Mujeres,Hombres,Pob0a14,Pob15a64,Pob18mas,ViviendasHabitadas,PromOcuxVivHab,Fundacion,ColinNorte,ColinSur,ColinOriente,ColinPoniente,ArroyoEntubado,ArroyoInterperie,Cerro,Barranco,CentroCultural,ParquesyJarines,JuegosInfantiles,PlazaCivica,CalleAlumbrado%,CallePavimento%,CalleAdoquin%,CalleEmpedrado%,CalleTerraceria%,VivAguaPot%,VivDrenaje%,VivFosaSep%,VivElectricidad%,RutasTransporte,OficinaCorreo,RegistroCivil,DeleAgencia,Cementerio,ModuloPoli,PatrullasColonia,PlumaIngresos,PobRelCatolica%,CP,ZonaC,Sele
259,0,Nuevo México,4566,2298,2261,1585,2840,2746,1582,3.5099999999999998,,Hogares de Nuevo México,Quintas del Valle,Jardines del Valle,Jardines de Nuevo México,FALSO,FALSO,FALSO,FALSO,"Centro Cultural Municipal ""Nuevo México""
Calle Idolina Gaona de Cosío s/n
Tel: 3672 1588",FALSO,FALSO,FALSO,100,50,0,50,0,100,100,0,100,"13, 24, 275 diagonal, 275-F, 633 y 632",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,0,45203,4,0
260,179-F,Nuevo Vergel,5165,2591,2561,1780,3210,3070,1191,4.75,,Lomas del Centinela,Emiliano Zapata,Emiliano Zapata,Cabañitas,FALSO,VERDADERO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,90,0,0,80,20,93.40000153,90.80000305,5.599999905,98.90000153,"30, 30-A, 50-B y 637.",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,93,45180,2A,1
261,180-I,Palmira,4001,1982,2013,1387,2486,2352,1053,4.0700000000000003,14 de septiembre de 1986,La Florida,Los Cajetes,,Los Cajetes,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,97,0,0,50,50,79.19999695,72.59999847,23,99.19999695,"619-A, 625",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,95,45234,8,0
262,181-C,"Palmita, La",3287,1982,2013,1387,2486,2352,1053,4.0700000000000003,En 1962,Tabachines,Industrial Belenes,"Jardines de Tabachines, Constituyentes",.,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,27,0,73,0,97.30000305,99.5,0,99.5,"78, 50-B, 13, 30-A y 142","Existe en el mercado ""Obreros de Cananea"" una oficina de correos",-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,97,45180,1B,1
263,0,Palo Gordo,88,44,44,27,58,57,21,4.1900000000000004,,Despoblado,Despoblado,Despoblado,Despoblado,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,80,0,0,0,100,0,81,0,95.19999695,- Inexistente -,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,0,,RS,0
264,182-H,"Paraíso, El (ó Paraísos de la Seattle)",666,338,328,181,452,438,194,2.6400000000000001,,Villas de los Belenes,"Los Maestros, Tepeyac",Constitución,,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,10,0,90,0,94.19999695,99,0,100,,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,97,45157,1B,0
266,183-B,Paraísos del Colli,16410,8224,8162,5151,10668,10123,3955,3.1800000000000002,1976,"El Chicalote, La Gloria",Miramar,El Charco,Balcones del Sol,FALSO,VERDADERO,VERDADERO,FALSO,"Centro Cultural Municipal ""Paraísos del Colli""
Prolongación El colli # 1000
Tel. 3180 1272.",VERDADERO,FALSO,VERDADERO,100,70,0,10,20,96.19999695,94.5,3.200000048,98.5,"640, 51-A, 51-C, 51-D, 258-D, 138 y 159",-Inexistente-,"Oficialía No. 20, Av. Paraísos del Colli N° 1000 (Centro Barrial), con un horario de lunes a viernes de 9 a 15 hrs. Tel. 31804588. Oficial, Lic. Artemio Serrano López",-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,94,45069,7,0
267,354-B,Paraíso Los Pinos,47,24,23,19,27,26,11,4.27,6 de junio de 1988,La Joya,Azáleas Residencial,Condominio Horizontal Los Pinos,Azaleas Residencial,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,0,10,80,10,0,0,0,0,Inexistente,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,84,0,8,0
268,0,Parque Industrial Belenes Norte,0,0,0,0,0,0,0,0,,Lomas de Zapopan,"DIF, San Isidro Ejidal","Jardines del Vigía, El Vigía",,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,100,0,0,0,0,0,0,0,"380,633, 635, 15 Conos, 19, 19-A por Laureles",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,0,45150,1A,0
269,185-K,Parques de la Castellana,1214,650,564,286,880,866,376,3.6000000000000001,Sin datos,Residencial Las Cumbres,"Paseos Universidad, Campo verde","Callejón del Parque, Parque Regency","Puertas del Sol, Santander",FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,20,80,0,0,0,0,0,0,Inexistente,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,95,45117,5B,0
270,186-F,Parque Regency,2471,1294,1174,530,1843,1786,727,3.1200000000000001,,Callejón del Parque,Lomas Universidad,Vallarta Universidad,Parque de la Castellana,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,20,80,0,0,96.5,97.59999847,0,98.30000305,Inexistente,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,97,45117,5B,0
271,0,Parques de Tesistán,3612,1825,1787,1381,2194,2044,1152,2.5299999999999998,,Despoblado,Despoblado,Despoblado,"La Estrada, Tesistán",FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,93,0,7,0,100,100,0,100,24-A,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,0,45200,RS,1
272,220-E,Parques de Zapopan,5073,2636,2431,1598,3396,3143,1670,3.6699999999999999,,Parque Industrial San Angel,Santa Margarita Residencial,,,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,100,0,0,0,98.69999695,95.30000305,0.600000024,99.80000305,,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,0,45138,4,0
273,187-L,Parques del Auditorio,5028,2584,2444,1954,2942,2758,1265,3.9700000000000002,,Arroyo Hondo,"Constituyentes, Dicisión del Norte.","Rinconada del Auditorio, Jardines del Auditorio.","Balcones de la Cantera, Jardines del Porvenir, Hogares de Atemajac.",FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,100,0,0,0,99.69999695,99.80000305,0,100,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,96,45180,2A,1
274,188-E,Paseos del Briseño,2925,1443,1476,904,1903,1815,711,3.96,1978,El Briseño,Francisco Sarabia Poniente,Agrícola,,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,92.5,63,0,18.5,18.5,93.30000305,93.30000305,2.5,96.30000305,"625, 258 y24",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,96,45236,8,0
275,189-J,Paseos del Sol,16842,8877,7962,3600,12337,12458,6317,3.73,1975,El Colli,Las Fuentes,Arboledas,"Alamedas, Rinconada del Oro",FALSO,VERDADERO,FALSO,FALSO,-Inexistente-,FALSO,VERDADERO,FALSO,99,100,0,0,0,99,99.90000153,0.200000003,98.80000305,"1ra sección: 629-1, 629-2, 59, 632, 626, 59-A, 258-D, Santa Anita, 2da sección: 626, 629 y Turqueza",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,93,45079,6,0
276,190-B,Paseos Universidad,2243,1146,1097,670,1505,1450,644,4.1500000000000004,,Paseos Universidad,"Jocotán, Villas Vallarta",Lomas Universidad,Campo Verde,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,100,0,0,0,100,99.69999695,0,99.69999695,,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,96,45016,5A,0
277,0,Paso de Guadalupe (ó El Morado),0,0,0,0,0,0,0,0,,Ixcatán,"Paso de guadalupe
Mpio. de ixtlahuacan del Río",Río Lerma Santiago,"El Placer
Monte",FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,90,0,0,80,20,0,0,0,0,Al pie de carretera el que va a Ixtlahuacán y el Omnibus de Oriente,-Inexistente-,-Inexistente-,"AGENCIA: Carretera a Saltillo SN 
Agente municipal: María de los Ángeles González González, 
Celular 3315073894",-Inexistente-,FALSO,FALSO,FALSO,0,0,RN,0
278,191-G,Patria Ives,103,47,56,33,69,62,27,3.81,,Villas San Jorge,Agraria,Villas San Jorge,Residencial Conjunto Patria,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,50,50,0,0,100,100,0,100,"275-E, 275-F, 275 Diagonal, Tour, 19, 19-A, 631, 631-A, 641 Y 633",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,98,,1B,0
279,192-K,Patria Raquet,406,216,190,141,254,243,106,3.83,,Seattle Ecológica,Residencial  Patria,Plaza Zoquipan,Villas San Jorge,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,0,100,0,0,98.09999847,97.19999695,0,99.09999847,"19, 142 Por San Jorge",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,94,45160,1B,0
280,193-F,"Patria Universidad, La",902,464,438,161,691,716,382,3.8300000000000001,,,,,,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,100,0,0,0,99,99,0,99.69999695,632 y 350,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,96,45119,5B,0
281,194-L,Patria Zoquipan,707,354,353,208,483,479,249,2.83,,Seattle Ecológica,Residencial Patria,"Lagos del Country, Zoquipan",Patria Raquet,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,1,98,1,0,99.59999847,99.19999695,0,100,,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,92,45160,1B,0
282,0,Pedregal de Zapopan,0,0,0,0,0,0,0,0,,Barranca Huentitán,Mesa Colorado (crucero),"Mirador Escondido, MEsa Colorada (crucero)",Lomas del Pedregal,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,0,0,0,100,0,0,0,0,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,0,45189,2B,1
283,195-E,Pedro Moreno,1829,967,862,498,1170,1234,446,4.6900000000000004,,"Constituyentes, La Palmita",Venustiano Carranza,Lomas del Batán,Constitución,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,48,4,48,0,99.5,98,0,95.69999695,"13, y 50-B.",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,96,45180,1B,1
284,196-J,Periodistas,140,59,59,64,75,66,28,3.1299999999999999,1978,Pirámides,Agrícola,Las fuentes,El Briseño,FALSO,VERDADERO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,80,100,0,0,0,100,96.30000305,0,96.30000305,"380, 625, 625, 24 , 258 , 258D Tlajomulco 183 y todos los de Sta. Anita son urbanos.",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,94,45078,6,0
285,197-D,Pinar de la Calma,6287,3289,2998,1112,4634,4895,2122,4.5099999999999998,Sin datos,Las Águilas,Municipio de Tlaquepaque,Colinas de las Águilas,"Unidad Díaz Ordaz, Las Fuentes",FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,100,0,0,0,95.09999847,99.5,0,99.80000305,624 y 625.,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,94,45080,6,0
286,0,Pinar de la Venta,764,400,364,171,529,554,209,3.6600000000000001,,Diana,,,Haciendas del Astillero,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,0,0,0,0,0,38.86999893,93.34999847,0,92.02999878,,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,91.69999695,,RS,0
287,198-I,"Pinos Campestre, Los",263,146,117,71,161,183,77,3.6499999999999999,,El Nogal,Bugambilias,Miguel de la Madrid,"Azáleas Residencial, Condominio Horizontal Los Pinos",FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,0,0,100,0,81.40000153,69.69999695,27.89999962,100,Inexistente,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,94,45239,8,0
288,199-C,"Pinos, Los   (fraccionamiento)",1137,619,518,250,813,829,380,2.4300000000000002,,Rinconada Santa Rita,,Unidad México,Juan Manuel Vallarta,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,100,0,0,0,97.09999847,99,0,100,"37, 39-A, 635, 635-B y 629.",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,96,45120,7,0
289,200-H,Pirámides,972,522,449,262,629,654,251,3.3799999999999999,,Paseos del Sol,Periodistas,Las Fuentes,El Briseño,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,50,0,50,0,100,88.80000305,10.80000019,100,380,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,97,45077,6,0
290,201-B,"Prado, El",17,8,9,0,11,17,7,3.5800000000000001,,Atlas Colomos,Municipio de Guadalajara,Atlas Colomos,Lomas del Bosque,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,0,0,0,0,0,92,88,0,96,,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,92,45118,1A,0
291,0,Praderas de San Antonio,2646,1083,1544,823,1778,1629,701,3.23,Sin datos,Jardines de Nuevo México,Jardines de San Antonio,Héroes Nacionales,,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,5,0,0,0,100,0,0,0,0,- Inexistente -,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,0,45138,4,0
292,202- g,Prados de San Ignacio,33,20,13,13,20,18,10,3.3,,,,El Rodeo,,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,0,100,0,0,100,100,0,100,,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,75,45158,1B,0
293,0,Prados de Santa Lucia,5734,2882,2852,2192,3368,0,1148,4.9950000000000001,,Villas de Santa Lucía,El Húmedo de Nextipac,"Santa Lucía, Santa Mónica de los Chorritos",Ladrilleras,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,20,0,0,60,40,0,0,0,90,"13, 275-F, Conos",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,98.59999847,,RS,0
294,203-K,Prados Guadalupe,902,481,421,163,659,702,291,4.1900000000000004,,Vallarta La Patria,Residencial Coordilleras,Prados Vallarta,Real Vallarta,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,100,0,0,0,97.5,99.30000305,0,100,632 por Av. Patria,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,96,45030,5A,0
295,204-F,Prados Tepeyac,2637,1395,1232,468,1953,2059,1037,4.2800000000000002,,"Ciudad de los Niños, Tepeyac Casino","El Zapote, Jardines del Sol",Ciudad del Sol,Rinconada del Valle,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,100,0,0,0,99.09999847,97.59999847,0,99.40000153,358 por Xochitl y 51A-B por Tepeyac,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,94,45050,6,0
296,205-L,Prados Vallarta,3009,1646,1363,552,2026,2345,1069,5.1900000000000004,,"López Mateos, Jardines Vallarta",Residencial Coordilleras,Camino Real,"Prados Guadalupe, Vallarta la Patria, Real Vallarta",FALSO,FALSO,FALSO,FALSO,"Centro Cultural Polinesio ""Haleakala"" en A las Cimas No. 258, esq. A las Colinas. Tel. 36474522",FALSO,FALSO,FALSO,100,100,0,0,0,99.30000305,99.69999695,0,100,"646, Tala, 629, 635, 635 B, Cardenal (todas por Av. Vallarta); 632 y 25 por Patria.",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,95,45020,5A,0
297,0,"Primavera, La",2310,1161,1149,687,1477,1490,625,3.7000000000000002,22 de junio de 1935,,,,,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,80,0,5,74,21,0,0,0,0,"170-B
629",-Inexistente-,-Inexistente-,"DELEGACIÓN: 
Av. Del Bosque Nº 119 esq. Ignacio Allende, 
Tel. 31510817, 
Delegado: Bernardo Badillo Maldonado, 
Subdelegado: José Rayas Bautista.",-Inexistente-,FALSO,FALSO,FALSO,98,45226,RS,0
298,206-E,Primavera Norte,750,402,348,154,574,559,330,4.3700000000000001,,Chapalita las Fuentes,Colli Primavera,"Villas del Tepeyac, Nueva Primavera",Residencial Moctezuma Poniente,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,100,0,0,0,99.59999847,99.59999847,0,100,"249, 51 AB y Turqueza Vía 2",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,91,,6,0
299,207-J,Puerta de Hierro,4822,2581,2206,1224,3421,3302,1783,3.3599999999999999,,"Los Frailes Residencial, Centro Comercial Plaza Acueducto","Royal Country, Puerta Plata","Real del Parque, Pontevedra",,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,0,0,0,0,0,94.90000153,98.19999695,0,99.40000153,,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,96,45116,5B,0
300,0,Puerta del Bosque  (antes Lomas de Santa Ana Tepetitlán),0,0,0,0,0,0,0,0,En 1988,El Fortín,,Misión la Floresta,,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,50,0,0,0,100,0,0,0,0,51-D,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,0,44065,7,0
301,355-G,Puerta del Sol,1489,798,691,488,950,893,377,3.95,,Virreyes Residencial,Villas Mediterráneo,Parque de la Castellana,Virreyes Residencial,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,30,70,0,0,95.69999695,96.5,0,98.09999847,Inexistente,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,96,45058,5B,0
302,0,Rancho Contento,789,414,375,135,544,586,226,3.52,01 Abril de 1975,,,,,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,0,0,100,0,98.51999664,100,0,98.51999664,"629 y camiones foraneos como: el que va a Tala, Etzatlán, Tequila.",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,91.5,45222,RS,0
303,0,Rancho El Centinela,0,0,0,0,0,0,0,0,Sin datos,Reserva ecologica el Nexticuil,Canteras del Centinela,Cañadas 3ra. sección y Bosque de san Isidro sur,Colinas del Centinela y Misión de san isidro,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,30,30,30,10,30,0,0,0,,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,0,45133,3,0
304,0,Rancho el Sol (ó Placita del Sol),13,9,4,5,6,8,5,3.1400000000000001,,,,Los Robles,El Tigre,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,0,0,100,0,100,100,0,100,- Inexistente -,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,0,45134,3,0
305,0,Real Acueducto,0,0,0,0,0,0,0,0,,,,,,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,0,0,0,0,0,0,0,0,0,,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,0,,1A,0
306,0,Real Alamedas,0,0,0,0,0,0,0,0,,,,,,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,0,0,0,0,0,0,0,0,0,,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,0,0,6,0
307,209-I,Real San Bernardo,125,65,60,34,91,78,27,4.63,,Colomos Patria,,,,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,0,0,0,0,0,85.19999695,88.90000153,0,96.30000305,,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,85,45110,5B,0
308,210-K,Real Vallarta,2122,1143,979,373,1612,1663,853,3.1600000000000001,Fundada en 1975,López Mateos,La Estancia,"Vallarta la Patria, Prados Vallarta, Prados Guadalupe",Eucalipto Vallarta,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,100,0,0,0,93,98.19999695,0,99.5,"No Tienen ruta, los que más se acercan son: 38-a, 45 y 629.",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,95,45020,5A,0
309,0,"Rehilete, El",3238,1581,1657,1386,1809,1655,1037,3.0299999999999998,,12 de diciembre,Arenales Tapatios,Miramar,Cerro del Colli y Arenales Tapatios,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,0,0,0,100,0,0,0,0,Inexistente,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,0,,7,0
310,211-F,Residencial Arboledas,1289,670,919,266,946,923,347,3.72,Sin datos,La Calma,Arboledas,Las Águilas,Las Arboledas,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,100,0,0,0,97.69999695,98.80000305,0,99.69999695,"24, 632 258-A y el D, Turqueza, 30, 625, 645 Arboledas,",-Inexistente-,"Oficialia del Registro Civil N° 2, López Mateos N° 5150 (Unidad Adminsitrativa Las Águilas), telefono: 31244800, con horario de 09:00 a 18:00 hrs.",-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,96,45070,6,0
311,212-L,Residencial Ciudad de los Niños,398,224,174,107,272,276,133,2.98,,Camino Real,"Ciudad del Sol, Prados Tepeyac",Chapalita Oriente,Tepeyac Casino,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,100,0,0,0,97,98.5,0,100,Inexistente,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,95,45040,5A,0
312,213-E,Residencial Cordilleras,2337,1192,1131,633,1611,1625,1048,3.4100000000000001,,Prados Guadalupe,"Lomas del Seminario, Lomas de Guadalupe","Prados Vallarta, Camino Real",La Estancia,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,100,0,0,0,98.30000305,99.09999847,0,99.90000153,632 por Av. Patria,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,92.5,45039,5A,0
313,0,Residencial Colomos Patria,0,0,0,0,0,0,0,0,,Real Acueducto,"San Bernardo, Real San Bernardo",,,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,0,0,0,0,0,0,0,0,0,,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,0,,5B,0
314,214-J,Residencial del Bosque,65,28,37,26,29,30,16,4.07,,Santa Ana Tepetitlan,La Loma,Haciendita y Rinconada del Iris,Bosque la Primavera y Vista del Sol,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,10,90,0,0,100,100,0,100,Inexistente,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,96,45237,8,0
315,215-D,Residencial Guadalupe,298,161,137,83,187,177,92,3.2,,Camino Real,Tepeyac Casino y Jardines Tepeyac,Camino Real,Residencial ciudad de los Niños,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,100,0,0,0,95.5,98.90000153,0,100,"51, 51-A, y 358, Línea Turqueza,",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,94,45047,5A,0
317,317-K,Residencial Loma Blanca,0,196,193,117,257,255,109,3.5600000000000001,,Loma Blanca,Altamira,San Miguel de la Colina,"Loma Blanca, Altamira",FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,40,50,10,0,98.90000153,99.40000153,0,99.80000305,634,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,96,45088,1A,0
318,218-H,Residencial Moctezuma,3352,1786,1565,812,2452,2385,1359,4.7000000000000002,,Ciudad del Tepeyac,Colli Primavera,Nueva Primavera y Primavera Norte,,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,100,0,0,0,97.59999847,98.5,0,98.90000153,"59, 59-A, 51-A, 51-B, 51-C, 101, 640,  629 y Turqueza.",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,96,45059,6,0
319,219-B,Residencial Moctezuma Poniente,5073,2636,2431,1598,3396,3143,1670,3.6699999999999999,Octubre de 1989,"Ciudad Tepeyac, Guadalupe Sur, Colli Sitio",El Colli,"Primavera Norte, Colli Primavera",Hacienda Tepeyac,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,90,10,0,0,98.5,99.69999695,0,99.90000153,"51, 59, 249, 629 y Línea Turqueza.",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,91,45053,6,0
321,221-J,Residencial Patria,1110,598,512,269,795,775,347,3.19,,"Patria Raquet,Patria Zoquipan, Lagos del Country",,Lagos del Country,Villas San Jorge,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,48,52,0,0,95.90000153,98.5,0,100,"142, 622, 19, 19-A,  633,  275 Diagonal,  631,  631-A,  Trolebus Por Av. Avila Camacho",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,97,45160,1B,0
